"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"UQCRC1.2",5.60289056345062e-123,0.291958162062392,0.549,0.357,1.93019579910874e-118,"Monocyte_CD14lowCD16high","UQCRC1"
"CLEC4A.1",5.82071909822825e-123,-1.09181085144287,0.391,0.481,2.00523772933963e-118,"Monocyte_CD14lowCD16high","CLEC4A"
"RBM42.2",6.15556926765708e-123,0.464877149418675,0.289,0.158,2.12059361270786e-118,"Monocyte_CD14lowCD16high","RBM42"
"CAPNS1.2",1.14769354802849e-122,0.294899514931906,0.718,0.514,3.95380427295813e-118,"Monocyte_CD14lowCD16high","CAPNS1"
"CENPX.2",1.53653181170697e-122,0.474895797157888,0.279,0.15,5.2933520913305e-118,"Monocyte_CD14lowCD16high","CENPX"
"PRPF31.1",2.51620815129873e-122,0.505935946394905,0.263,0.14,8.66833708122412e-118,"Monocyte_CD14lowCD16high","PRPF31"
"ERGIC3.2",2.74777804397151e-122,0.366381837549895,0.507,0.327,9.46609536148187e-118,"Monocyte_CD14lowCD16high","ERGIC3"
"MXD4.1",2.90038623429711e-122,0.454392132163859,0.359,0.211,9.99183057715356e-118,"Monocyte_CD14lowCD16high","MXD4"
"NUDT22.2",1.68349131359455e-121,0.432261145351994,0.321,0.181,5.79962757533323e-117,"Monocyte_CD14lowCD16high","NUDT22"
"SSB.2",1.8527327837874e-121,0.276072881494994,0.573,0.378,6.38266444014758e-117,"Monocyte_CD14lowCD16high","SSB"
"MED29.1",4.7508466469999e-121,0.471047503772142,0.271,0.146,1.63666666989146e-116,"Monocyte_CD14lowCD16high","MED29"
"TMCO1.1",4.927549468575e-121,0.322065296560913,0.515,0.331,1.69754079192409e-116,"Monocyte_CD14lowCD16high","TMCO1"
"ANAPC13.1",4.96605321621548e-121,0.36992591983813,0.31,0.173,1.71080533298623e-116,"Monocyte_CD14lowCD16high","ANAPC13"
"TUFM.2",8.61812975878434e-121,0.303009596201783,0.553,0.361,2.9689457019012e-116,"Monocyte_CD14lowCD16high","TUFM"
"RAD23A.2",1.13645007896061e-120,0.368034012296428,0.5,0.32,3.91507052201932e-116,"Monocyte_CD14lowCD16high","RAD23A"
"TMX2.1",2.47836575880149e-120,0.390954391840165,0.327,0.186,8.53797003907113e-116,"Monocyte_CD14lowCD16high","TMX2"
"VMP1.2",3.14612582759092e-120,-0.876238544715555,0.819,0.763,1.08384034760507e-115,"Monocyte_CD14lowCD16high","VMP1"
"SASH3.1",3.55534441575717e-120,0.354396964087105,0.476,0.304,1.22481615122835e-115,"Monocyte_CD14lowCD16high","SASH3"
"ATP5F1A.2",4.85979275326304e-120,0.285872184860992,0.713,0.504,1.67419860349912e-115,"Monocyte_CD14lowCD16high","ATP5F1A"
"HLA-DMB.2",4.90073060001183e-120,-1.01554846837479,0.412,0.498,1.68830169170408e-115,"Monocyte_CD14lowCD16high","HLA-DMB"
"CHMP4A.2",7.05778455614289e-120,0.27985134566917,0.543,0.357,2.43140677959122e-115,"Monocyte_CD14lowCD16high","CHMP4A"
"CACUL1.1",7.77832733885922e-120,0.285682795132198,0.529,0.35,2.679633768237e-115,"Monocyte_CD14lowCD16high","CACUL1"
"LAMTOR1.1",1.16852694165628e-119,-0.681311444044937,0.733,0.694,4.02557531400589e-115,"Monocyte_CD14lowCD16high","LAMTOR1"
"TBC1D9.2",3.80436356337381e-119,-1.15564508317002,0.227,0.359,1.31060324758228e-114,"Monocyte_CD14lowCD16high","TBC1D9"
"WDFY3.2",5.18711033318519e-119,-1.19229463981195,0.327,0.443,1.7869595097823e-114,"Monocyte_CD14lowCD16high","WDFY3"
"MAP3K5.2",5.63981374545762e-119,-1.1833772471714,0.327,0.445,1.94291583531015e-114,"Monocyte_CD14lowCD16high","MAP3K5"
"APP.2",7.21425247648841e-119,-1.29768885327641,0.22,0.344,2.48530997815026e-114,"Monocyte_CD14lowCD16high","APP"
"HSD17B10.2",8.33327581944401e-119,0.338642583572854,0.426,0.26,2.87081351979846e-114,"Monocyte_CD14lowCD16high","HSD17B10"
"METTL26.2",9.11539466230981e-119,0.304366463405698,0.423,0.256,3.14025346116573e-114,"Monocyte_CD14lowCD16high","METTL26"
"PSMD9.1",1.09922268618244e-118,0.322326629802865,0.48,0.305,3.78682215389851e-114,"Monocyte_CD14lowCD16high","PSMD9"
"GPSM3.1",1.13757363460077e-118,0.26634381752588,0.854,0.697,3.91894117119967e-114,"Monocyte_CD14lowCD16high","GPSM3"
"NAA38",1.56210832325297e-118,0.271719345870829,0.675,0.469,5.38146317360649e-114,"Monocyte_CD14lowCD16high","NAA38"
"SDF2L1.2",2.63139948145106e-118,0.286792716941482,0.332,0.188,9.06517121359891e-114,"Monocyte_CD14lowCD16high","SDF2L1"
"CD86.1",2.80759129657894e-118,0.440452143857873,0.66,0.474,9.67215201671444e-114,"Monocyte_CD14lowCD16high","CD86"
"PMAIP1.2",2.99611472847523e-118,0.441094565198282,0.364,0.218,1.03216152395972e-113,"Monocyte_CD14lowCD16high","PMAIP1"
"SIRT2.1",6.28032481373032e-118,0.369054448407042,0.336,0.196,2.16357189833009e-113,"Monocyte_CD14lowCD16high","SIRT2"
"METRNL.2",8.94476896642067e-118,0.448990101718689,0.406,0.253,3.08147290893192e-113,"Monocyte_CD14lowCD16high","METRNL"
"TOR2A.1",1.38411578588627e-117,0.472052586201706,0.288,0.16,4.76827888237822e-113,"Monocyte_CD14lowCD16high","TOR2A"
"GPR108.1",1.48495180178599e-117,0.501297732726799,0.266,0.144,5.11565895715274e-113,"Monocyte_CD14lowCD16high","GPR108"
"HDAC9.2",2.89256783250814e-117,-1.24626016984609,0.329,0.447,9.96489618299053e-113,"Monocyte_CD14lowCD16high","HDAC9"
"FCHSD2.2",3.06132934128585e-117,-1.21092313067962,0.293,0.414,1.05462795807297e-112,"Monocyte_CD14lowCD16high","FCHSD2"
"REEP5",1.22357181483399e-116,0.266397363943663,0.734,0.534,4.21520490210311e-112,"Monocyte_CD14lowCD16high","REEP5"
"MRPS36.1",1.23379333556995e-116,0.271446281679049,0.461,0.289,4.25041804103848e-112,"Monocyte_CD14lowCD16high","MRPS36"
"PARP12.1",1.27041783802787e-116,0.429576936126259,0.301,0.169,4.37658945200603e-112,"Monocyte_CD14lowCD16high","PARP12"
"CYSLTR1.1",4.47385720347772e-116,0.336520062916007,0.333,0.192,1.54124380659807e-111,"Monocyte_CD14lowCD16high","CYSLTR1"
"NDUFS3.1",6.68492216108884e-116,0.342756000331689,0.384,0.231,2.3029556844951e-111,"Monocyte_CD14lowCD16high","NDUFS3"
"MLXIP.2",1.18486956326214e-115,-1.24244366647502,0.227,0.349,4.08187564543808e-111,"Monocyte_CD14lowCD16high","MLXIP"
"EPB41L3.1",1.37049227411406e-115,0.570196302509969,0.431,0.279,4.72134588432292e-111,"Monocyte_CD14lowCD16high","EPB41L3"
"LPCAT2",1.57101884033957e-115,0.278805092055669,0.499,0.327,5.4121599049698e-111,"Monocyte_CD14lowCD16high","LPCAT2"
"LSP1.2",1.57560823534305e-115,0.319249288391721,0.856,0.705,5.4279703707568e-111,"Monocyte_CD14lowCD16high","LSP1"
"RANBP1.2",1.91287451637084e-115,0.273664120499886,0.463,0.29,6.58985270889756e-111,"Monocyte_CD14lowCD16high","RANBP1"
"ZFP36L1.2",2.79178951521337e-115,-0.849634617119224,0.64,0.667,9.61771487991006e-111,"Monocyte_CD14lowCD16high","ZFP36L1"
"MRPL27.2",1.10554139489212e-114,0.388588279517047,0.322,0.185,3.80859010540337e-110,"Monocyte_CD14lowCD16high","MRPL27"
"RBMS1.2",1.42408391942089e-114,-0.974983394691592,0.51,0.56,4.90596910240495e-110,"Monocyte_CD14lowCD16high","RBMS1"
"FUS.2",1.53128281655965e-114,0.258572376747304,0.757,0.553,5.275269303048e-110,"Monocyte_CD14lowCD16high","FUS"
"XRN2.2",1.77720884860319e-114,-0.836733897957274,0.606,0.617,6.12248448343801e-110,"Monocyte_CD14lowCD16high","XRN2"
"EIF4E2.1",1.81653870004207e-114,0.284072169650211,0.585,0.394,6.25797582164492e-110,"Monocyte_CD14lowCD16high","EIF4E2"
"CR1.2",2.77786085214419e-114,-1.72382922992779,0.188,0.305,9.56973063563674e-110,"Monocyte_CD14lowCD16high","CR1"
"RRP7A.2",3.29506269337511e-114,0.400066865848886,0.304,0.171,1.13514909786772e-109,"Monocyte_CD14lowCD16high","RRP7A"
"SF3B4.2",4.91086109428511e-114,0.363577497413008,0.3,0.168,1.69179164698122e-109,"Monocyte_CD14lowCD16high","SF3B4"
"SLC25A37.2",8.86563432413477e-114,-2.0015313485965,0.243,0.356,3.05421102466443e-109,"Monocyte_CD14lowCD16high","SLC25A37"
"IMP4.2",9.65608098782528e-114,0.48436637031003,0.266,0.144,3.32651990030581e-109,"Monocyte_CD14lowCD16high","IMP4"
"TIGAR.1",1.14550972313107e-113,0.715797804527722,0.282,0.16,3.94628099618652e-109,"Monocyte_CD14lowCD16high","TIGAR"
"VAV3.2",1.19324458454844e-113,-1.28426613020212,0.247,0.369,4.11072759376939e-109,"Monocyte_CD14lowCD16high","VAV3"
"BFAR.1",1.22287946358296e-113,0.396464285955691,0.325,0.189,4.21281975204329e-109,"Monocyte_CD14lowCD16high","BFAR"
"ACTR1A.1",1.25081691304255e-113,0.338834329316395,0.349,0.205,4.30906426543157e-109,"Monocyte_CD14lowCD16high","ACTR1A"
"CPD.2",1.48841919426803e-113,-1.29173212170837,0.216,0.34,5.12760412425336e-109,"Monocyte_CD14lowCD16high","CPD"
"ELOVL1.2",2.90196444111385e-113,0.493891286276792,0.299,0.171,9.99726749963722e-109,"Monocyte_CD14lowCD16high","ELOVL1"
"DUT.1",4.00779958456208e-113,0.303398284761249,0.461,0.292,1.38068695688164e-108,"Monocyte_CD14lowCD16high","DUT"
"MAP4.1",1.27366289539117e-112,0.46892280123044,0.404,0.254,4.38776867462259e-108,"Monocyte_CD14lowCD16high","MAP4"
"ITGB2-AS1.1",1.57240041040721e-112,0.464146621725832,0.267,0.147,5.41691941385282e-108,"Monocyte_CD14lowCD16high","ITGB2-AS1"
"RIN3.2",3.55181015615856e-112,0.469556486867134,0.737,0.547,1.22359859879662e-107,"Monocyte_CD14lowCD16high","RIN3"
"FAR1.2",3.57246528968241e-112,-1.0054651461311,0.412,0.5,1.23071429229559e-107,"Monocyte_CD14lowCD16high","FAR1"
"TUBA4A",3.59476720249025e-112,0.266038016840136,0.364,0.215,1.23839730125789e-107,"Monocyte_CD14lowCD16high","TUBA4A"
"SNRPB2",4.52665074563765e-112,0.250795279113132,0.614,0.418,1.55943118187217e-107,"Monocyte_CD14lowCD16high","SNRPB2"
"HSPD1.2",5.36789625882453e-112,0.330881755035773,0.477,0.308,1.84924026116505e-107,"Monocyte_CD14lowCD16high","HSPD1"
"GTF3C6.2",5.995127529491e-112,0.253018517358775,0.478,0.304,2.06532143390965e-107,"Monocyte_CD14lowCD16high","GTF3C6"
"MAPK14.2",1.76054662031839e-111,-1.2207064680365,0.359,0.455,6.06508310699685e-107,"Monocyte_CD14lowCD16high","MAPK14"
"DGKD.2",2.56339500575889e-111,-1.35992945873298,0.195,0.315,8.83089579483937e-107,"Monocyte_CD14lowCD16high","DGKD"
"LMAN2.1",2.6486916177705e-111,0.251068747146651,0.577,0.385,9.12474262321936e-107,"Monocyte_CD14lowCD16high","LMAN2"
"SUCLG1.2",3.4070552169204e-111,0.341585514774382,0.458,0.292,1.17373052222908e-106,"Monocyte_CD14lowCD16high","SUCLG1"
"OARD1.1",4.05571309295111e-111,0.3421594154681,0.275,0.152,1.39719316052166e-106,"Monocyte_CD14lowCD16high","OARD1"
"SH3TC1.1",5.24003415024808e-111,0.475211627643085,0.29,0.165,1.80519176476046e-106,"Monocyte_CD14lowCD16high","SH3TC1"
"MRPL43.2",8.31290662751968e-111,0.317839436411566,0.368,0.22,2.86379633318053e-106,"Monocyte_CD14lowCD16high","MRPL43"
"MRPS18C.2",8.71808129385368e-111,0.289219963239889,0.402,0.247,3.00337900573259e-106,"Monocyte_CD14lowCD16high","MRPS18C"
"TECR.2",8.75046546901657e-111,0.43871205144654,0.294,0.166,3.01453535407621e-106,"Monocyte_CD14lowCD16high","TECR"
"SMARCB1.2",9.05469890976957e-111,0.436752178856779,0.294,0.167,3.11934377441562e-106,"Monocyte_CD14lowCD16high","SMARCB1"
"MTCH1.2",1.2122359185266e-110,0.286132142811045,0.496,0.322,4.17615273932413e-106,"Monocyte_CD14lowCD16high","MTCH1"
"HTATIP2",2.08426172017399e-110,0.283299729266485,0.355,0.211,7.18028162599941e-106,"Monocyte_CD14lowCD16high","HTATIP2"
"STIM2",2.46583546545747e-110,0.33607110084418,0.35,0.213,8.49480317850098e-106,"Monocyte_CD14lowCD16high","STIM2"
"GMIP.1",3.04229142787774e-110,0.341236379838645,0.356,0.213,1.04806939690388e-105,"Monocyte_CD14lowCD16high","GMIP"
"JMJD1C.2",7.03512301289919e-110,-0.788734903570903,0.617,0.663,2.42359987794377e-105,"Monocyte_CD14lowCD16high","JMJD1C"
"MRPL16.1",7.49901376720868e-110,0.44031784219823,0.295,0.168,2.58341024280339e-105,"Monocyte_CD14lowCD16high","MRPL16"
"NOP56.2",9.64185356299274e-110,0.387333200834749,0.302,0.173,3.321618552451e-105,"Monocyte_CD14lowCD16high","NOP56"
"GYG1",2.22574051678868e-109,0.267871661005255,0.412,0.253,7.66767608033699e-105,"Monocyte_CD14lowCD16high","GYG1"
"CHD9.1",2.31283376360783e-109,0.440342611263856,0.542,0.374,7.96771231562898e-105,"Monocyte_CD14lowCD16high","CHD9"
"BABAM1.1",4.38853739658488e-109,0.314829535237681,0.355,0.211,1.51185113312349e-104,"Monocyte_CD14lowCD16high","BABAM1"
"MRPL12.2",5.63377052981256e-109,0.429456126864657,0.289,0.162,1.94083394752043e-104,"Monocyte_CD14lowCD16high","MRPL12"
"MRPL21.2",9.00454400703109e-109,0.372944113288756,0.361,0.217,3.10206541042221e-104,"Monocyte_CD14lowCD16high","MRPL21"
"SERTAD1.2",9.2647566871175e-109,0.372564411353322,0.329,0.194,3.19170867871198e-104,"Monocyte_CD14lowCD16high","SERTAD1"
"CCT4.2",1.07743842287159e-108,0.262360430703533,0.532,0.349,3.71177536679261e-104,"Monocyte_CD14lowCD16high","CCT4"
"TRIM8.1",1.34512664138867e-108,0.322929565211891,0.519,0.345,4.63396127958397e-104,"Monocyte_CD14lowCD16high","TRIM8"
"REPS1.1",1.61100321031691e-108,0.577312241548346,0.349,0.217,5.54990605954176e-104,"Monocyte_CD14lowCD16high","REPS1"
"SHKBP1",3.18693834225909e-108,0.276942769733419,0.568,0.384,1.09790025890826e-103,"Monocyte_CD14lowCD16high","SHKBP1"
"TAP2.2",3.99936370613319e-108,0.39969697559482,0.264,0.146,1.37778079676288e-103,"Monocyte_CD14lowCD16high","TAP2"
"SLC12A6.2",1.0738903063576e-107,-1.36788130693285,0.281,0.395,3.69955210540193e-103,"Monocyte_CD14lowCD16high","SLC12A6"
"DELE1.1",1.09051024240157e-107,0.461578401972857,0.296,0.17,3.7568077850734e-103,"Monocyte_CD14lowCD16high","DELE1"
"GRPEL1.1",1.52815036610049e-107,0.422941223493354,0.341,0.204,5.26447801121619e-103,"Monocyte_CD14lowCD16high","GRPEL1"
"RABIF.1",1.78904071295629e-107,0.359775185899039,0.279,0.155,6.16324525613442e-103,"Monocyte_CD14lowCD16high","RABIF"
"SIK3.2",1.9919808566329e-107,-1.06376905083134,0.422,0.515,6.86237405110034e-103,"Monocyte_CD14lowCD16high","SIK3"
"PRKAG2.2",2.95974066984317e-107,-1.03099471512888,0.414,0.491,1.01963066076097e-102,"Monocyte_CD14lowCD16high","PRKAG2"
"MFNG.2",5.22763108295785e-107,0.374560511682928,0.379,0.234,1.80091890807898e-102,"Monocyte_CD14lowCD16high","MFNG"
"IDH3A.1",5.89980129705316e-107,0.469503707197095,0.26,0.143,2.03248154683481e-102,"Monocyte_CD14lowCD16high","IDH3A"
"ILF3-DT",6.70494733538845e-107,0.421444597199205,0.254,0.139,2.30985435704132e-102,"Monocyte_CD14lowCD16high","ILF3-DT"
"SIGIRR.1",6.7566633277644e-107,0.297390164212667,0.407,0.252,2.32767051641484e-102,"Monocyte_CD14lowCD16high","SIGIRR"
"DMXL2.2",8.37307626609526e-107,-0.827218511330618,0.597,0.631,2.88452477366982e-102,"Monocyte_CD14lowCD16high","DMXL2"
"SKIL.1",1.66565970349599e-106,0.353500622102659,0.358,0.219,5.7381976785437e-102,"Monocyte_CD14lowCD16high","SKIL"
"EIF3I.2",1.78411276566616e-106,0.291279359761411,0.546,0.365,6.14626847771993e-102,"Monocyte_CD14lowCD16high","EIF3I"
"SNRNP40.1",3.6325319189656e-106,0.440894600031761,0.266,0.149,1.25140724608365e-101,"Monocyte_CD14lowCD16high","SNRNP40"
"MYADM.2",4.00585785743129e-106,-1.07805476241146,0.436,0.503,1.38001803188508e-101,"Monocyte_CD14lowCD16high","MYADM"
"PYURF.2",4.97131114861921e-106,0.271413458534008,0.502,0.327,1.71261669069932e-101,"Monocyte_CD14lowCD16high","PYURF"
"PDE8A.1",5.11206638700337e-106,0.762978769207229,0.332,0.21,1.76110687032266e-101,"Monocyte_CD14lowCD16high","PDE8A"
"DAP3",5.43517707065717e-106,0.294215988429627,0.41,0.254,1.87241850084139e-101,"Monocyte_CD14lowCD16high","DAP3"
"NLRP3.1",8.29453968008891e-106,-1.43817148041128,0.154,0.27,2.85746891979063e-101,"Monocyte_CD14lowCD16high","NLRP3"
"YPEL2.1",8.71652813895254e-106,0.481639813044364,0.425,0.276,3.00284394386915e-101,"Monocyte_CD14lowCD16high","YPEL2"
"FTX.2",9.28915609894029e-106,-1.15992945255005,0.354,0.452,3.20011427608493e-101,"Monocyte_CD14lowCD16high","FTX"
"UBAC1.2",9.63452121772805e-106,0.446105971415624,0.337,0.203,3.31909255950731e-101,"Monocyte_CD14lowCD16high","UBAC1"
"NUDC.2",1.24406347341229e-105,0.292815147883353,0.432,0.272,4.28579866590533e-101,"Monocyte_CD14lowCD16high","NUDC"
"RWDD1.1",3.6876644174751e-105,0.257359498931309,0.571,0.388,1.27040039182017e-100,"Monocyte_CD14lowCD16high","RWDD1"
"REST",4.34771983750553e-105,0.326765936187878,0.365,0.223,1.49778948402066e-100,"Monocyte_CD14lowCD16high","REST"
"PSMB8-AS1.1",4.95251792859144e-105,0.290963831457057,0.42,0.266,1.70614242639975e-100,"Monocyte_CD14lowCD16high","PSMB8-AS1"
"UHMK1.1",8.07759222212951e-105,0.362689252867146,0.406,0.256,2.78273052052362e-100,"Monocyte_CD14lowCD16high","UHMK1"
"SLFN5",8.08542762958428e-105,0.382411486811227,0.305,0.18,2.78542981839178e-100,"Monocyte_CD14lowCD16high","SLFN5"
"NHP2.2",1.56719905696031e-104,0.287477512904171,0.4,0.247,5.39900075122826e-100,"Monocyte_CD14lowCD16high","NHP2"
"MBNL1.2",1.63068142768182e-104,-0.595749069963966,0.837,0.802,5.61769751836386e-100,"Monocyte_CD14lowCD16high","MBNL1"
"SURF1.2",1.84047658330521e-104,0.252740772284267,0.413,0.257,6.34044182948645e-100,"Monocyte_CD14lowCD16high","SURF1"
"PSMA5.2",2.01363234844906e-104,0.251597148794454,0.59,0.402,6.93696344040701e-100,"Monocyte_CD14lowCD16high","PSMA5"
"LNPEP",4.43115242314693e-104,0.38799243995211,0.547,0.388,1.52653200977412e-99,"Monocyte_CD14lowCD16high","LNPEP"
"SRBD1",4.65052040497472e-104,0.436399744597819,0.344,0.212,1.60210427951379e-99,"Monocyte_CD14lowCD16high","SRBD1"
"IPCEF1.2",1.40941859910426e-103,-1.4355496969137,0.229,0.341,4.85544707391419e-99,"Monocyte_CD14lowCD16high","IPCEF1"
"TOB1",1.42853497434256e-103,0.270587015636355,0.395,0.246,4.92130298661013e-99,"Monocyte_CD14lowCD16high","TOB1"
"POLR2A",5.74515397450914e-103,0.3657702602176,0.423,0.274,1.9792055442184e-98,"Monocyte_CD14lowCD16high","POLR2A"
"SNX29.2",9.69874402551262e-103,-1.13295211247623,0.294,0.401,3.3412173167891e-98,"Monocyte_CD14lowCD16high","SNX29"
"CCNL1.2",1.16418759575569e-102,-0.651133915507612,0.77,0.74,4.01062626737836e-98,"Monocyte_CD14lowCD16high","CCNL1"
"STK10.1",1.27698226534579e-102,0.389714410954502,0.69,0.513,4.39920390411624e-98,"Monocyte_CD14lowCD16high","STK10"
"DDX17.2",1.34463013812268e-102,-0.67561335442313,0.685,0.677,4.63225082583265e-98,"Monocyte_CD14lowCD16high","DDX17"
"RNPEP.1",2.10096569271235e-102,0.342272150903458,0.48,0.319,7.23782681139404e-98,"Monocyte_CD14lowCD16high","RNPEP"
"PYGL.2",3.27237536945858e-102,-1.35127134441681,0.295,0.391,1.12733331477848e-97,"Monocyte_CD14lowCD16high","PYGL"
"ZNF516.2",3.86028040641579e-102,-1.32833238955767,0.262,0.368,1.32986660001024e-97,"Monocyte_CD14lowCD16high","ZNF516"
"DENR.1",5.98620863465041e-102,0.33742982985494,0.381,0.236,2.06224887463706e-97,"Monocyte_CD14lowCD16high","DENR"
"ATP6V0A1.2",6.76609225044199e-102,-1.34759588997112,0.177,0.293,2.33091878027727e-97,"Monocyte_CD14lowCD16high","ATP6V0A1"
"CPNE8.2",1.10566943536953e-101,-1.1514993994173,0.254,0.368,3.80903120484803e-97,"Monocyte_CD14lowCD16high","CPNE8"
"RABGAP1L.1",1.88092082527144e-101,0.323028403409083,0.768,0.567,6.47977224306012e-97,"Monocyte_CD14lowCD16high","RABGAP1L"
"SMIM12.1",2.65287291127261e-101,0.351666235858981,0.292,0.169,9.13914717933414e-97,"Monocyte_CD14lowCD16high","SMIM12"
"KIAA0319L.2",3.11315881888032e-101,-1.31630028042615,0.202,0.317,1.07248321310427e-96,"Monocyte_CD14lowCD16high","KIAA0319L"
"RAP1GAP2.2",3.49282822102959e-101,0.95656392493254,0.479,0.36,1.20327932214469e-96,"Monocyte_CD14lowCD16high","RAP1GAP2"
"CCT2.2",3.61776939660044e-101,0.339554575983553,0.344,0.207,1.24632155712885e-96,"Monocyte_CD14lowCD16high","CCT2"
"NDUFS2.1",4.21822295278955e-101,0.288852175851153,0.46,0.3,1.453177807236e-96,"Monocyte_CD14lowCD16high","NDUFS2"
"SFT2D2.1",1.71763159482681e-100,0.368329153226631,0.478,0.32,5.91724084417835e-96,"Monocyte_CD14lowCD16high","SFT2D2"
"BAG1.2",2.03374024326052e-100,0.253613859532081,0.522,0.348,7.00623513803249e-96,"Monocyte_CD14lowCD16high","BAG1"
"TET2.2",9.42092602858399e-100,-0.872580227748115,0.505,0.573,3.24550901684718e-95,"Monocyte_CD14lowCD16high","TET2"
"CREG1.1",1.5033473754447e-99,-1.1058314295633,0.304,0.399,5.179031708407e-95,"Monocyte_CD14lowCD16high","CREG1"
"MRPL47.2",2.26738479558809e-99,0.320579187596442,0.356,0.217,7.81114062080098e-95,"Monocyte_CD14lowCD16high","MRPL47"
"SH3KBP1.2",2.75671402376693e-99,-0.76156365334302,0.637,0.644,9.49687981187707e-95,"Monocyte_CD14lowCD16high","SH3KBP1"
"IKZF1.1",4.43264836616348e-99,0.463772225829218,0.723,0.555,1.52704736214332e-94,"Monocyte_CD14lowCD16high","IKZF1"
"MIS18BP1.1",4.9872352073166e-99,0.287372822129165,0.73,0.54,1.71810252892057e-94,"Monocyte_CD14lowCD16high","MIS18BP1"
"DPYSL2.2",1.10505391415588e-98,-0.769202692962555,0.53,0.571,3.806910734267e-94,"Monocyte_CD14lowCD16high","DPYSL2"
"SLC22A15.2",1.37198958333077e-98,-1.51128982999636,0.146,0.258,4.72650411457451e-94,"Monocyte_CD14lowCD16high","SLC22A15"
"LILRB4.2",1.80132462202071e-98,0.517315143250212,0.308,0.185,6.20556332286136e-94,"Monocyte_CD14lowCD16high","LILRB4"
"FAM214B.1",2.48049156152339e-98,0.363966329568294,0.271,0.155,8.54529342944808e-94,"Monocyte_CD14lowCD16high","FAM214B"
"ECH1.2",3.48684849669939e-98,0.304618395489762,0.424,0.272,1.20121930711294e-93,"Monocyte_CD14lowCD16high","ECH1"
"CHMP4B.1",4.93511766020357e-98,0.250967408406291,0.533,0.36,1.70014803394013e-93,"Monocyte_CD14lowCD16high","CHMP4B"
"RASSF1.1",5.24386564213345e-98,0.332503622956661,0.361,0.224,1.80651171371497e-93,"Monocyte_CD14lowCD16high","RASSF1"
"RPA2",5.71538919192233e-98,0.262011195986675,0.283,0.163,1.96895157661724e-93,"Monocyte_CD14lowCD16high","RPA2"
"SPAG7.2",6.63578146282835e-98,0.271045321814786,0.389,0.243,2.28602671394437e-93,"Monocyte_CD14lowCD16high","SPAG7"
"ANTXR2.2",7.3853492831145e-98,-1.32851911854499,0.272,0.377,2.54425282803295e-93,"Monocyte_CD14lowCD16high","ANTXR2"
"UIMC1.2",7.43248503370044e-98,-1.43325150378075,0.191,0.301,2.5604910941098e-93,"Monocyte_CD14lowCD16high","UIMC1"
"HNMT.1",1.01408679453011e-97,-0.97518229377092,0.384,0.466,3.49352900715623e-93,"Monocyte_CD14lowCD16high","HNMT"
"EPB41.2",3.27532132499476e-97,-1.2454060001298,0.277,0.385,1.1283481964607e-92,"Monocyte_CD14lowCD16high","EPB41"
"AL034397.3.2",6.59713718393542e-97,-1.64154185500574,0.161,0.268,2.27271375986575e-92,"Monocyte_CD14lowCD16high","AL034397.3"
"PELI1.2",7.47821326073676e-97,-1.41874622240717,0.372,0.459,2.57624446832381e-92,"Monocyte_CD14lowCD16high","PELI1"
"TPM4.1",8.27843806236228e-97,-0.981270460887533,0.383,0.462,2.85192191248381e-92,"Monocyte_CD14lowCD16high","TPM4"
"PDHB.2",1.2051675843075e-96,0.39772734565827,0.311,0.187,4.15180232793934e-92,"Monocyte_CD14lowCD16high","PDHB"
"DISC1.2",1.25473722402972e-96,-1.21734519195918,0.254,0.366,4.3225697367824e-92,"Monocyte_CD14lowCD16high","DISC1"
"TRAPPC6A.2",1.309172346224e-96,0.309838853008534,0.315,0.186,4.5100987327417e-92,"Monocyte_CD14lowCD16high","TRAPPC6A"
"USP3.2",1.43427190304278e-96,-0.795556744207975,0.646,0.652,4.94106670598236e-92,"Monocyte_CD14lowCD16high","USP3"
"HEBP2.1",2.00275929069561e-96,-1.05190500127905,0.36,0.443,6.89950575644637e-92,"Monocyte_CD14lowCD16high","HEBP2"
"IFNAR2.1",2.17034332558638e-96,0.318264684693538,0.494,0.337,7.47683275664506e-92,"Monocyte_CD14lowCD16high","IFNAR2"
"FGL2.2",3.38488406314061e-96,-0.452830931359771,0.888,0.834,1.16609255975194e-91,"Monocyte_CD14lowCD16high","FGL2"
"ITGB2",5.36300772208948e-96,0.252783746527424,0.918,0.792,1.84755616025983e-91,"Monocyte_CD14lowCD16high","ITGB2"
"RAB11B.2",7.31219580454284e-96,0.291310635109693,0.336,0.203,2.51905145466501e-91,"Monocyte_CD14lowCD16high","RAB11B"
"ARL15.2",1.06477984435025e-95,-1.05645959857591,0.275,0.388,3.66816656378661e-91,"Monocyte_CD14lowCD16high","ARL15"
"MRPS12.2",1.19784398733558e-95,0.259899639303285,0.365,0.225,4.12657253637108e-91,"Monocyte_CD14lowCD16high","MRPS12"
"TLR2.2",1.3120911510514e-95,-1.0916099392448,0.422,0.487,4.52015401537208e-91,"Monocyte_CD14lowCD16high","TLR2"
"BASP1.2",3.02444275907384e-95,-1.86669102120741,0.175,0.283,1.04192053050094e-90,"Monocyte_CD14lowCD16high","BASP1"
"ALG5.1",3.30373150091002e-95,0.317213743264549,0.267,0.152,1.1381355020635e-90,"Monocyte_CD14lowCD16high","ALG5"
